@relation 'jAudio_clustered-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.InfoGainAttributeEval-Sweka.attributeSelection.Ranker -T -1.7976931348623157E308 -N -1-weka.filters.unsupervised.attribute.Remove-R554-662-weka.filters.unsupervised.attribute.Remove-R51-232-weka.filters.unsupervised.attribute.Remove-R101-282-weka.filters.unsupervised.attribute.Remove-R190-191_clustered'

@attribute Instance_number numeric
@attribute 'Beat Histogram Overall Average7' numeric
@attribute 'Beat Histogram Overall Average6' numeric
@attribute 'Beat Histogram Overall Average26' numeric
@attribute 'Beat Histogram Overall Average25' numeric
@attribute 'Beat Histogram Overall Average54' numeric
@attribute 'Beat Histogram Overall Average23' numeric
@attribute 'Beat Histogram Overall Average2' numeric
@attribute 'Beat Histogram Overall Average28' numeric
@attribute 'Beat Histogram Overall Average0' numeric
@attribute 'Beat Histogram Overall Average12' numeric
@attribute 'Beat Histogram Overall Average10' numeric
@attribute 'Beat Histogram Overall Average29' numeric
@attribute 'Beat Histogram Overall Average13' numeric
@attribute 'Beat Histogram Overall Average8' numeric
@attribute 'Beat Histogram Overall Average39' numeric
@attribute 'Beat Histogram Overall Average16' numeric
@attribute 'Beat Histogram Overall Average18' numeric
@attribute 'Beat Histogram Overall Average1' numeric
@attribute 'Beat Histogram Overall Average11' numeric
@attribute 'Beat Histogram Overall Average27' numeric
@attribute 'Beat Histogram Overall Average19' numeric
@attribute 'Beat Histogram Overall Average17' numeric
@attribute 'Beat Histogram Overall Average158' numeric
@attribute 'Beat Histogram Overall Average66' numeric
@attribute 'Beat Histogram Overall Average9' numeric
@attribute 'Beat Histogram Overall Average159' numeric
@attribute 'Beat Histogram Overall Average72' numeric
@attribute 'Beat Histogram Overall Average4' numeric
@attribute 'Beat Histogram Overall Average44' numeric
@attribute 'Beat Histogram Overall Average30' numeric
@attribute 'Beat Histogram Overall Average38' numeric
@attribute 'Beat Histogram Overall Average65' numeric
@attribute 'Beat Histogram Overall Average36' numeric
@attribute 'Beat Histogram Overall Average67' numeric
@attribute 'Beat Histogram Overall Average15' numeric
@attribute 'Beat Histogram Overall Average93' numeric
@attribute 'Beat Histogram Overall Average64' numeric
@attribute 'Beat Histogram Overall Average46' numeric
@attribute 'Beat Histogram Overall Average20' numeric
@attribute 'Beat Histogram Overall Average160' numeric
@attribute 'Beat Histogram Overall Average85' numeric
@attribute 'Beat Histogram Overall Average168' numeric
@attribute 'Beat Histogram Overall Average83' numeric
@attribute 'Beat Histogram Overall Average5' numeric
@attribute 'Beat Histogram Overall Average43' numeric
@attribute 'Beat Histogram Overall Average169' numeric
@attribute 'Beat Histogram Overall Average73' numeric
@attribute 'Beat Histogram Overall Average63' numeric
@attribute 'Beat Histogram Overall Average48' numeric
@attribute 'Beat Histogram Overall Average45' numeric
@attribute 'Beat Histogram Overall Standard Deviation231' numeric
@attribute 'Beat Histogram Overall Standard Deviation227' numeric
@attribute 'Beat Histogram Overall Standard Deviation226' numeric
@attribute 'Beat Histogram Overall Standard Deviation228' numeric
@attribute 'Beat Histogram Overall Standard Deviation230' numeric
@attribute 'Beat Histogram Overall Standard Deviation229' numeric
@attribute 'Beat Histogram Overall Standard Deviation225' numeric
@attribute 'Beat Histogram Overall Standard Deviation207' numeric
@attribute 'Beat Histogram Overall Standard Deviation217' numeric
@attribute 'Beat Histogram Overall Standard Deviation220' numeric
@attribute 'Beat Histogram Overall Standard Deviation222' numeric
@attribute 'Beat Histogram Overall Standard Deviation221' numeric
@attribute 'Beat Histogram Overall Standard Deviation219' numeric
@attribute 'Beat Histogram Overall Standard Deviation224' numeric
@attribute 'Beat Histogram Overall Standard Deviation206' numeric
@attribute 'Beat Histogram Overall Standard Deviation213' numeric
@attribute 'Beat Histogram Overall Standard Deviation223' numeric
@attribute 'Beat Histogram Overall Standard Deviation218' numeric
@attribute 'Beat Histogram Overall Standard Deviation214' numeric
@attribute 'Beat Histogram Overall Standard Deviation215' numeric
@attribute 'Beat Histogram Overall Standard Deviation209' numeric
@attribute 'Beat Histogram Overall Standard Deviation202' numeric
@attribute 'Beat Histogram Overall Standard Deviation205' numeric
@attribute 'Beat Histogram Overall Standard Deviation204' numeric
@attribute 'Beat Histogram Overall Standard Deviation212' numeric
@attribute 'Beat Histogram Overall Standard Deviation216' numeric
@attribute 'Beat Histogram Overall Standard Deviation210' numeric
@attribute 'Beat Histogram Overall Standard Deviation203' numeric
@attribute 'Beat Histogram Overall Standard Deviation187' numeric
@attribute 'Beat Histogram Overall Standard Deviation211' numeric
@attribute 'Beat Histogram Overall Standard Deviation186' numeric
@attribute 'Beat Histogram Overall Standard Deviation199' numeric
@attribute 'Beat Histogram Overall Standard Deviation208' numeric
@attribute 'Beat Histogram Overall Standard Deviation200' numeric
@attribute 'Beat Histogram Overall Standard Deviation201' numeric
@attribute 'Beat Histogram Overall Standard Deviation189' numeric
@attribute 'Beat Histogram Overall Standard Deviation188' numeric
@attribute 'Beat Histogram Overall Standard Deviation190' numeric
@attribute 'Beat Histogram Overall Standard Deviation198' numeric
@attribute 'Beat Histogram Overall Standard Deviation185' numeric
@attribute 'Beat Histogram Overall Standard Deviation196' numeric
@attribute 'Beat Histogram Overall Standard Deviation197' numeric
@attribute 'Beat Histogram Overall Standard Deviation184' numeric
@attribute 'Beat Histogram Overall Standard Deviation194' numeric
@attribute 'Beat Histogram Overall Standard Deviation183' numeric
@attribute 'Beat Histogram Overall Standard Deviation193' numeric
@attribute 'Beat Histogram Overall Standard Deviation192' numeric
@attribute 'Beat Histogram Overall Standard Deviation195' numeric
@attribute 'Beat Histogram Overall Standard Deviation175' numeric
@attribute 'Beat Histogram Overall Standard Deviation191' numeric
@attribute 'Standard Deviation of Spectral Flux Overall Standard Deviation0' numeric
@attribute 'Running Mean of Spectral Flux Overall Standard Deviation0' numeric
@attribute 'Spectral Flux Overall Average0' numeric
@attribute 'Standard Deviation of Spectral Flux Overall Average0' numeric
@attribute 'Running Mean of Spectral Flux Overall Average0' numeric
@attribute 'Standard Deviation of MFCC Overall Average0' numeric
@attribute 'Running Mean of MFCC Overall Average0' numeric
@attribute 'MFCC Overall Average0' numeric
@attribute 'Spectral Flux Overall Standard Deviation0' numeric
@attribute 'Derivative of Standard Deviation of Spectral Flux Overall Standard Deviation0' numeric
@attribute 'Derivative of Running Mean of Spectral Flux Overall Standard Deviation0' numeric
@attribute 'Derivative of Spectral Flux Overall Standard Deviation0' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation9' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation8' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation12' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation11' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation10' numeric
@attribute 'MFCC Overall Standard Deviation9' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation4' numeric
@attribute 'Derivative of Standard Deviation of Spectral Flux Overall Average0' numeric
@attribute 'MFCC Overall Standard Deviation12' numeric
@attribute 'MFCC Overall Standard Deviation10' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation6' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation7' numeric
@attribute 'MFCC Overall Standard Deviation11' numeric
@attribute 'Running Mean of MFCC Overall Average6' numeric
@attribute 'MFCC Overall Standard Deviation6' numeric
@attribute 'MFCC Overall Average6' numeric
@attribute 'MFCC Overall Standard Deviation7' numeric
@attribute 'MFCC Overall Standard Deviation8' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation5' numeric
@attribute 'Running Mean of Compactness Overall Average0' numeric
@attribute 'Standard Deviation of Compactness Overall Average0' numeric
@attribute 'Compactness Overall Average0' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation1' numeric
@attribute 'MFCC Overall Standard Deviation4' numeric
@attribute 'MFCC Overall Standard Deviation5' numeric
@attribute 'MFCC Overall Average3' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation2' numeric
@attribute 'Derivative of Running Mean of Zero Crossings Overall Standard Deviation0' numeric
@attribute 'Derivative of Standard Deviation of Zero Crossings Overall Standard Deviation0' numeric
@attribute 'Running Mean of MFCC Overall Average3' numeric
@attribute 'Running Mean of MFCC Overall Standard Deviation11' numeric
@attribute 'Running Mean of MFCC Overall Standard Deviation10' numeric
@attribute 'Running Mean of MFCC Overall Standard Deviation12' numeric
@attribute 'MFCC Overall Average1' numeric
@attribute 'Running Mean of MFCC Overall Average1' numeric
@attribute 'Running Mean of MFCC Overall Standard Deviation9' numeric
@attribute 'Zero Crossings Overall Standard Deviation0' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation1' numeric
@attribute 'MFCC Overall Standard Deviation1' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation3' numeric
@attribute 'Derivative of Running Mean of Spectral Flux Overall Average0' numeric
@attribute 'Running Mean of MFCC Overall Standard Deviation8' numeric
@attribute 'MFCC Overall Standard Deviation2' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation2' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation6' numeric
@attribute 'Running Mean of MFCC Overall Average8' numeric
@attribute 'Running Mean of MFCC Overall Average2' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Standard Deviation0' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation4' numeric
@attribute 'MFCC Overall Average8' numeric
@attribute 'Derivative of Running Mean of MFCC Overall Standard Deviation0' numeric
@attribute 'MFCC Overall Average2' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation12' numeric
@attribute 'Derivative of Zero Crossings Overall Standard Deviation0' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation10' numeric
@attribute 'Running Mean of MFCC Overall Standard Deviation6' numeric
@attribute 'Running Mean of MFCC Overall Standard Deviation7' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation9' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation8' numeric
@attribute 'Derivative of MFCC Overall Standard Deviation7' numeric
@attribute 'Derivative of MFCC Overall Average12' numeric
@attribute 'Derivative of Spectral Flux Overall Average0' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Average3' numeric
@attribute 'Standard Deviation of MFCC Overall Average9' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Standard Deviation9' numeric
@attribute 'Standard Deviation of MFCC Overall Average10' numeric
@attribute 'Standard Deviation of MFCC Overall Standard Deviation10' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Standard Deviation10' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Standard Deviation4' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Average12' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Standard Deviation12' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Standard Deviation7' numeric
@attribute 'Derivative of Standard Deviation of MFCC Overall Average7' numeric
@attribute 'Standard Deviation of MFCC Overall Average12' numeric
@attribute 'Standard Deviation of MFCC Overall Standard Deviation12' numeric
@attribute 'Standard Deviation of MFCC Overall Average7' numeric
@attribute 'Standard Deviation of MFCC Overall Standard Deviation7' numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3}

@data
10,6.236,6.261,5.6,5.632,4.831,5.703,6.377,5.553,6.46,6.052,6.117,5.533,6.02,6.198,5.264,5.926,5.848,6.416,6.081,5.574,5.816,5.885,1.995,4.515,6.151,1.97,4.366,6.313,5.107,5.506,5.3,4.537,5.341,4.493,5.961,3.845,4.564,5.059,5.783,1.944,4.042,1.721,4.098,6.284,5.134,1.695,4.342,4.589,4.995,5.087,0.02011,0.09342,0.1116,0.07536,0.03869,0.05707,0.1297,0.4398,0.2705,0.2186,0.1836,0.2011,0.2359,0.1475,0.4568,0.3389,0.1656,0.2534,0.3222,0.3048,0.406,0.5244,0.4737,0.4902,0.3557,0.2876,0.3892,0.5076,0.7771,0.3724,0.7937,0.5748,0.4229,0.5582,0.5414,0.7435,0.7601,0.7271,0.5919,0.811,0.6256,0.6086,0.8277,0.6594,0.8449,0.6763,0.6929,0.6426,0.9799,0.71,0.01022,0.001025,0.001908,0.01911,0.001922,1100,-110,-110.7,0.002429,0.000313,0.000032,0.002368,0.02119,0.02209,0.01969,0.01853,0.02024,1.536,0.03053,0,1.432,1.567,0.02399,0.02255,1.33,-0.1095,2.101,-0.1261,1.683,1.838,0.02721,1609,16090,1609,0.07303,2.916,1.916,2.132,0.04605,0.319,3.169,2.116,0.4582,0.7832,0.6152,7.638,7.552,0.5658,28.32,2.779,8.662,0.03025,0,1.09,5.238,2.104,1.645,-0.7237,0.7762,1.833,1.832,-0.7331,0.1833,0.7613,1.357,14.63,1.469,1.328,0.6672,1.504,1.551,1.607,0.000076,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster0
11,3.14,3.131,2.853,2.866,2.416,2.864,3.169,2.797,3.2,3.049,3.135,2.772,3.018,3.156,2.655,2.966,2.935,3.187,3.09,2.826,2.913,2.953,1.011,2.257,3.161,0.9954,2.188,3.136,2.616,2.751,2.656,2.268,2.678,2.245,2.978,1.901,2.279,2.552,2.894,0.9787,1.993,0.8658,2.025,3.129,2.652,0.8527,2.188,2.294,2.512,2.58,0.009269,0.04319,0.05152,0.03475,0.01792,0.02635,0.05958,0.2012,0.1209,0.09748,0.08249,0.08991,0.1053,0.06741,0.2079,0.1525,0.07506,0.1131,0.1446,0.1367,0.1861,0.2343,0.2142,0.2204,0.1605,0.1287,0.1776,0.227,0.3465,0.1689,0.3537,0.2565,0.1939,0.249,0.2417,0.333,0.3396,0.3262,0.2642,0.3612,0.2792,0.2717,0.3692,0.295,0.3767,0.3032,0.3114,0.287,0.4465,0.3191,0.005279,0.000529,0.000849,0.008505,0.000856,1144,-114.4,-116.2,0.001128,0.000123,0.000012,0.000968,0.02625,0.02617,0.0227,0.02455,0.02524,1.948,0.03976,0,1.666,1.79,0.02667,0.02671,1.797,-0.1337,2.081,-0.1513,1.94,1.991,0.03064,1689,16890,1689,0.06903,3.17,2.251,1.509,0.05139,0.3587,3.57,1.57,0.888,0.7372,0.7407,7.093,7.277,0.8326,29.59,2.386,7.156,0.03902,0,0.9228,4.662,2.101,1.651,-0.5763,-0.08596,2.265,1.913,-0.5685,0.2266,-0.0238,1.374,15.87,1.482,1.096,0.7463,1.509,1.601,1.661,0.000089,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster2
12,8.476,8.6,7.853,7.832,6.783,7.816,8.652,7.678,8.78,8.56,8.414,7.614,8.429,8.411,7.261,8.092,8.141,8.698,8.512,7.783,8.168,8.083,2.697,6.163,8.386,2.652,5.945,8.778,7.003,7.575,7.263,6.2,7.385,6.155,8.149,5.207,6.269,6.963,8.058,2.62,5.477,2.349,5.595,8.767,7.067,2.345,5.875,6.378,7.013,6.967,0.02583,0.116,0.1327,0.09533,0.04865,0.07173,0.1495,0.5039,0.3032,0.2486,0.2055,0.2271,0.267,0.1676,0.5285,0.3895,0.1858,0.2838,0.3685,0.3447,0.4596,0.5924,0.5443,0.558,0.4071,0.3235,0.4414,0.5747,0.8732,0.4234,0.8936,0.6598,0.4784,0.6351,0.6131,0.8365,0.8538,0.8214,0.6813,0.9184,0.7096,0.6964,0.9381,0.7417,0.956,0.7643,0.7886,0.726,1.112,0.8057,0.01856,0.001865,0.003648,0.03639,0.003686,938.9,-93.9,-95.53,0.00639,0.000848,0.000086,0.006677,0.02234,0.02197,0.01941,0.02153,0.02176,1.645,0.03329,0,1.405,1.531,0.0247,0.02487,1.578,-0.3634,1.78,-0.3851,1.81,1.551,0.02809,1617,16170,1617,0.05445,2.436,2.084,3.777,0.05348,0.5431,5.417,3.846,0.6088,0.6082,0.521,2.408,2.45,0.7055,46.49,2.345,5.054,0.03925,0,0.5274,4.756,2.286,1.622,-0.4527,1.102,2.9,1.936,-0.4454,0.29,1.078,1.409,19,1.45,0.667,0.7699,1.49,1.522,1.631,-0.000109,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster0
13,10.94,11,9.982,10.04,8.599,10.18,11.23,9.871,11.39,10.7,10.84,9.821,10.64,10.9,9.318,10.48,10.39,11.3,10.78,9.926,10.35,10.44,3.552,8.012,10.87,3.505,7.681,11.11,9.11,9.775,9.365,8.05,9.469,7.97,10.53,6.669,8.087,9,10.32,3.455,7.052,3.049,7.151,11.05,9.15,3.001,7.632,8.131,8.869,9.065,0.02868,0.1358,0.162,0.1095,0.056,0.08293,0.1878,0.6443,0.3911,0.3155,0.2647,0.2902,0.3406,0.2136,0.6693,0.492,0.2391,0.3657,0.4667,0.4417,0.5944,0.7708,0.6946,0.7198,0.5174,0.4164,0.5685,0.7453,1.148,0.5427,1.174,0.8464,0.6195,0.8209,0.796,1.096,1.122,1.071,0.8715,1.199,0.9211,0.8964,1.223,0.9701,1.248,0.9953,1.02,0.9454,1.451,1.046,0.01231,0.00123,0.002442,0.0245,0.002465,994.2,-99.43,-100.9,0.002949,0.000385,0.000039,0.002748,0.02296,0.02448,0.02166,0.0216,0.02375,1.647,0.03356,0,1.614,1.726,0.02704,0.02609,1.575,0.05458,1.998,0.05706,1.907,1.759,0.02713,1630,16300,1629,0.05258,2.513,1.996,1.142,0.04628,0.2789,2.768,1.148,0.7182,0.7719,0.7068,8.489,8.516,0.6313,22.42,2.24,4.884,0.03361,0,0.7693,3.567,2.018,1.551,0.07377,2.858,1.93,1.788,0.07242,0.1931,2.888,1.286,13.27,1.393,0.837,0.7649,1.415,1.473,1.545,0.000027,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster3
14,7.837,7.841,6.557,6.575,5.738,6.685,7.878,6.572,7.832,7.591,7.762,6.586,7.503,7.84,6.629,7.304,7.071,7.843,7.669,6.558,6.975,7.183,2.462,5.475,7.843,2.436,5.453,7.865,6.269,6.599,6.695,5.477,6.83,5.476,7.372,4.583,5.482,6.119,6.882,2.413,4.669,2.221,4.774,7.85,6.354,2.175,5.442,5.496,5.998,6.195,0.02596,0.1075,0.1231,0.0901,0.04903,0.07038,0.1374,0.3399,0.2309,0.1976,0.1755,0.187,0.2083,0.1505,0.3488,0.2761,0.1632,0.2195,0.266,0.2552,0.3192,0.3877,0.3575,0.3668,0.2868,0.2431,0.3085,0.3774,0.5784,0.2978,0.5908,0.4207,0.3297,0.4088,0.3978,0.5543,0.5659,0.543,0.434,0.6042,0.4668,0.4498,0.618,0.4956,0.6333,0.5083,0.5208,0.4821,0.7283,0.5318,0.006987,0.000701,0.002217,0.02207,0.002228,1168,-116.8,-117.8,0.003208,0.000386,0.000039,0.003122,0.03574,0.03951,0.03647,0.03396,0.03331,2.485,0.04796,-0.000002,2.56,2.362,0.03946,0.03547,2.343,-1.675,2.843,-1.649,2.673,2.906,0.03947,1662,16620,1662,0.08883,3.5,2.91,0.6101,0.06341,0.4293,4.255,0.6417,1.108,1.173,1.377,9.163,9.277,1.274,30.39,3.502,7.236,0.04707,0,1.686,4.971,2.715,1.911,-1.895,3.295,2.521,2.097,-1.876,0.2522,3.3,1.594,20.61,1.637,1.408,1.349,1.663,1.795,1.801,-0.000111,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster1
15,3.02,3.048,2.612,2.637,2.197,2.689,3.14,2.571,3.181,2.943,2.964,2.556,2.93,2.996,2.387,2.845,2.773,3.161,2.951,2.587,2.749,2.808,0.9067,1.981,2.98,0.8912,1.933,3.099,2.328,2.548,2.401,1.997,2.441,1.972,2.878,1.724,2.018,2.306,2.733,0.8768,1.799,0.7777,1.825,3.074,2.342,0.7663,1.922,2.038,2.282,2.318,0.0107,0.04943,0.05809,0.04043,0.02096,0.0309,0.0665,0.1895,0.1348,0.1104,0.09228,0.1013,0.119,0.07508,0.1921,0.1598,0.08368,0.1272,0.1543,0.1482,0.1816,0.2055,0.1948,0.1979,0.1652,0.1417,0.1767,0.2014,0.2719,0.1709,0.2772,0.2174,0.1858,0.2136,0.2099,0.2607,0.2664,0.2548,0.2208,0.2836,0.2272,0.2241,0.2902,0.2353,0.297,0.2401,0.2445,0.2306,0.3544,0.2495,0.003529,0.000357,0.000584,0.006011,0.000609,1251,-125.2,-130,0.00116,0.000157,0.000016,0.001173,0.02579,0.02958,0.0254,0.02673,0.02925,2.004,0.04907,-0.000005,1.745,2.045,0.03707,0.03294,1.876,0.09229,2.726,0.1249,2.471,2.109,0.03321,1801,18010,1790,0.09107,3.47,2.361,-0.2108,0.07231,0.7233,7.17,-0.1289,0.5801,0.8737,0.5199,15.05,15.5,0.6092,59.7,2.617,7.921,0.04368,0,0.9867,5.44,2.065,1.553,0.01308,0.825,3.911,1.709,0.01197,0.3919,1.131,1.282,17.64,1.272,1.083,0.697,1.337,1.414,1.51,-0.001068,0,?,19.46,0.2601,?,?,?,?,?,?,?,?,?,?,?,?,cluster1
16,1.658,1.638,1.477,1.487,1.298,1.518,1.672,1.482,1.733,1.581,1.646,1.509,1.572,1.697,1.436,1.567,1.644,1.691,1.601,1.473,1.7,1.59,0.538,1.213,1.698,0.5345,1.175,1.651,1.375,1.523,1.411,1.248,1.405,1.19,1.563,1.008,1.293,1.34,1.68,0.5253,1.116,0.4686,1.129,1.64,1.412,0.4685,1.182,1.335,1.323,1.353,0.006655,0.02656,0.03097,0.02206,0.01229,0.01739,0.03543,0.1087,0.06842,0.05507,0.04757,0.05104,0.05939,0.04016,0.1133,0.09075,0.04434,0.06392,0.08436,0.07827,0.101,0.1334,0.1174,0.1222,0.09488,0.07303,0.09867,0.1277,0.193,0.09689,0.1962,0.1413,0.1043,0.1389,0.1369,0.1925,0.1915,0.1951,0.1452,0.2003,0.156,0.1504,0.2045,0.168,0.2091,0.1758,0.186,0.1618,0.2431,0.1941,0.0052,0.000527,0.00075,0.007449,0.000756,1239,-124,-125.3,0.00164,0.000224,0.000023,0.001633,0.02617,0.02528,0.02354,0.02828,0.02408,1.86,0.04686,0,1.669,1.73,0.03073,0.03185,2.064,0.1588,2.212,0.1417,2.323,1.868,0.03539,1680,16790,1679,0.07842,3.308,2.555,-0.7745,0.06582,0.6218,6.194,-0.7415,0.9916,0.6378,0.6082,8.702,8.837,0.6922,56.81,2.847,6.612,0.04994,0,0.743,4.984,2.79,1.772,0.4295,-1.809,2.334,2.165,0.4301,0.2334,-1.732,1.47,24.45,1.536,0.908,0.9833,1.551,1.651,1.794,0.000152,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster2
17,4.254,4.299,3.85,3.855,3.298,3.891,4.306,3.854,4.355,4.134,4.157,3.814,4.125,4.208,3.587,4.014,3.969,4.324,4.135,3.857,3.958,3.992,1.351,3.101,4.181,1.332,2.97,4.287,3.511,3.768,3.609,3.118,3.674,3.063,4.048,2.61,3.124,3.444,3.954,1.315,2.716,1.165,2.757,4.306,3.548,1.15,2.958,3.134,3.402,3.471,0.01345,0.05884,0.06935,0.04853,0.02603,0.03789,0.07978,0.2707,0.1625,0.131,0.1119,0.1218,0.1413,0.09011,0.2802,0.2065,0.1008,0.1518,0.1967,0.1857,0.2476,0.3237,0.2896,0.3002,0.2163,0.1737,0.2372,0.3115,0.4793,0.2269,0.4911,0.3586,0.2591,0.3489,0.3351,0.457,0.4678,0.4466,0.367,0.504,0.3864,0.3762,0.5135,0.4067,0.5216,0.4186,0.4304,0.3964,0.6096,0.4385,0.0114,0.00115,0.001497,0.01491,0.001509,1091,-109.1,-110.1,0.002947,0.000391,0.00004,0.002998,0.02328,0.02244,0.02098,0.02165,0.0218,1.66,0.0312,0,1.542,1.715,0.02863,0.02734,1.563,0.9224,2.016,0.9295,2.181,1.697,0.02674,1676,16760,1677,0.0464,2.362,1.948,2.067,0.0392,0.4546,4.531,2.065,0.7571,0.8569,0.6939,2.129,2.162,0.6305,34.48,2.53,4.323,0.03934,0,0.79,3.965,2.215,1.716,0.2169,3.994,1.613,1.863,0.2099,0.1616,3.969,1.309,23.93,1.458,0.7203,1.282,1.518,1.56,1.623,0.00018,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster0
18,13.44,13.53,12.24,12.28,10.55,12.37,13.76,12.13,13.84,13.06,13.2,12.07,12.98,13.35,11.46,12.77,12.65,13.8,13.13,12.19,12.6,12.71,4.369,9.86,13.27,4.308,9.457,13.68,11.11,12.02,11.52,9.928,11.67,9.79,12.84,8.261,10,10.99,12.54,4.248,8.719,3.776,8.833,13.62,11.17,3.721,9.395,10.08,10.88,11.05,0.02531,0.1139,0.1341,0.09261,0.04828,0.07065,0.1541,0.514,0.3151,0.2538,0.2135,0.2336,0.2734,0.1743,0.5353,0.3974,0.1941,0.2938,0.3764,0.3558,0.4763,0.6124,0.5537,0.5714,0.4166,0.3359,0.4563,0.5916,0.8976,0.4359,0.9164,0.671,0.4946,0.6502,0.6307,0.859,0.8788,0.8404,0.6901,0.9358,0.7276,0.7084,0.956,0.7661,0.974,0.7845,0.8036,0.748,1.124,0.8227,0.01128,0.001131,0.002829,0.02832,0.002846,950.8,-95.08,-96.14,0.003157,0.000424,0.000043,0.003386,0.02536,0.02632,0.02247,0.023,0.02413,2.004,0.03292,-0.000001,1.777,1.837,0.02763,0.02656,1.743,0.9594,2.172,0.934,2.024,2.026,0.03032,1615,16150,1615,0.05011,2.651,2.3,3.135,0.04292,0.2731,2.724,3.171,0.8935,0.9098,0.9317,6.363,6.441,1.131,22.34,2.726,5.206,0.03684,0,1.089,3.942,2.298,1.686,-1.295,0.876,1.67,1.887,-1.295,0.167,0.9284,1.398,14.21,1.494,1.183,0.953,1.577,1.632,1.674,0.000027,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster3
19,7.499,7.604,6.804,6.806,5.793,6.856,7.618,6.762,7.707,7.345,7.338,6.696,7.317,7.42,6.318,7.114,7.068,7.648,7.329,6.803,7.072,7.084,2.359,5.424,7.364,2.332,5.237,7.638,6.14,6.643,6.362,5.496,6.516,5.361,7.167,4.585,5.552,6.036,7.062,2.297,4.77,2.034,4.798,7.659,6.212,1.997,5.175,5.559,6.017,6.08,0.02007,0.08935,0.1059,0.07225,0.0377,0.05491,0.1221,0.4099,0.2536,0.204,0.1699,0.1867,0.2213,0.138,0.4259,0.319,0.1538,0.2377,0.3022,0.2859,0.3791,0.4873,0.4422,0.4581,0.3354,0.2696,0.3649,0.4735,0.7137,0.3507,0.727,0.5333,0.3946,0.5171,0.5018,0.6881,0.7012,0.672,0.5501,0.7415,0.5813,0.5665,0.7565,0.6076,0.7724,0.6226,0.6381,0.5943,0.8958,0.6547,0.01185,0.001185,0.002658,0.02669,0.002683,980.7,-98.07,-99.72,0.002988,0.000411,0.000041,0.002988,0.02246,0.02053,0.019,0.01983,0.0209,1.739,0.03116,0,1.428,1.495,0.02412,0.02353,1.473,-0.7023,1.833,-0.7231,1.792,1.525,0.02913,1590,15900,1589,0.05878,2.275,2.21,3.843,0.04661,0.3797,3.788,3.897,0.684,0.5359,0.6308,-0.2793,-0.1711,0.986,29.96,2.506,5.219,0.04105,0,0.6245,3.971,2.282,1.764,-0.134,0.8018,2.382,1.993,-0.1331,0.2384,0.8249,1.422,18.26,1.501,0.8519,0.8905,1.596,1.602,1.727,0.000128,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,cluster0
